date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:03:30	55159/55159	---M--	200	added ('OK')	image/png	date:Mon,%2013%20Dec%202021%2001:27:57%20GMT	https://www.weeassur.fr/images/hero/banner-shap-2.png	C:/Users/TARMOUN/OneDrive/Desktop/My%20First%20Assurance/MyFirstAssurance/www.weeassur.fr/images/hero/banner-shap-2.png	(from https://www.weeassur.fr/css/style.css)
15:03:30	82/82	---M--	200	added ('OK')	image/png	date:Mon,%2013%20Dec%202021%2001:53:39%20GMT	https://www.weeassur.fr/images/shape/dot_bg.png	C:/Users/TARMOUN/OneDrive/Desktop/My%20First%20Assurance/MyFirstAssurance/www.weeassur.fr/images/shape/dot_bg.png	(from https://www.weeassur.fr/css/style.css)
15:03:31	9675/9675	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2013%20Dec%202021%2001:53:49%20GMT	https://www.weeassur.fr/images/shape/shape-1.svg	C:/Users/TARMOUN/OneDrive/Desktop/My%20First%20Assurance/MyFirstAssurance/www.weeassur.fr/images/shape/shape-1.svg	(from https://www.weeassur.fr/css/style.css)
15:03:31	2045/2045	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2013%20Dec%202021%2001:53:52%20GMT	https://www.weeassur.fr/images/shape/shape-2.svg	C:/Users/TARMOUN/OneDrive/Desktop/My%20First%20Assurance/MyFirstAssurance/www.weeassur.fr/images/shape/shape-2.svg	(from https://www.weeassur.fr/css/style.css)
15:03:31	222240/222240	---M--	200	added ('OK')	image/png	date:Mon,%2013%20Dec%202021%2002:36:03%20GMT	https://www.weeassur.fr/images/shape/dot-shape.png	C:/Users/TARMOUN/OneDrive/Desktop/My%20First%20Assurance/MyFirstAssurance/www.weeassur.fr/images/shape/dot-shape.png	(from https://www.weeassur.fr/css/style.css)
15:03:31	4134/4134	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2013%20Dec%202021%2001:54:50%20GMT	https://www.weeassur.fr/images/shape/shape-7.svg	C:/Users/TARMOUN/OneDrive/Desktop/My%20First%20Assurance/MyFirstAssurance/www.weeassur.fr/images/shape/shape-7.svg	(from https://www.weeassur.fr/css/style.css)
15:03:31	4039/4039	---M--	200	added ('OK')	image/png	date:Mon,%2013%20Dec%202021%2001:49:57%20GMT	https://www.weeassur.fr/images/service/service-img-1.png	C:/Users/TARMOUN/OneDrive/Desktop/My%20First%20Assurance/MyFirstAssurance/www.weeassur.fr/images/service/service-img-1.png	(from https://www.weeassur.fr/css/style.css)
15:03:32	4039/4039	---M--	200	added ('OK')	image/png	date:Mon,%2013%20Dec%202021%2001:49:55%20GMT	https://www.weeassur.fr/images/service/service-img-2.png	C:/Users/TARMOUN/OneDrive/Desktop/My%20First%20Assurance/MyFirstAssurance/www.weeassur.fr/images/service/service-img-2.png	(from https://www.weeassur.fr/css/style.css)
15:03:32	4039/4039	---M--	200	added ('OK')	image/png	date:Mon,%2013%20Dec%202021%2002:29:31%20GMT	https://www.weeassur.fr/images/service/service-img-3.png	C:/Users/TARMOUN/OneDrive/Desktop/My%20First%20Assurance/MyFirstAssurance/www.weeassur.fr/images/service/service-img-3.png	(from https://www.weeassur.fr/css/style.css)
15:03:32	4039/4039	---M--	200	added ('OK')	image/png	date:Mon,%2013%20Dec%202021%2001:49:57%20GMT	https://www.weeassur.fr/images/service/service-img-4.png	C:/Users/TARMOUN/OneDrive/Desktop/My%20First%20Assurance/MyFirstAssurance/www.weeassur.fr/images/service/service-img-4.png	(from https://www.weeassur.fr/css/style.css)
15:03:32	1171/1171	---M--	200	added ('OK')	image/png	date:Mon,%2013%20Dec%202021%2001:52:52%20GMT	https://www.weeassur.fr/images/shape/dot-pattern.png	C:/Users/TARMOUN/OneDrive/Desktop/My%20First%20Assurance/MyFirstAssurance/www.weeassur.fr/images/shape/dot-pattern.png	(from https://www.weeassur.fr/css/style.css)
15:03:33	10230/10230	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2013%20Dec%202021%2001:55:00%20GMT	https://www.weeassur.fr/images/shape/shape-9.svg	C:/Users/TARMOUN/OneDrive/Desktop/My%20First%20Assurance/MyFirstAssurance/www.weeassur.fr/images/shape/shape-9.svg	(from https://www.weeassur.fr/css/style.css)
15:03:33	1465/1465	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2013%20Dec%202021%2001:38:32%20GMT	https://www.weeassur.fr/images/icons/up-arrow.svg	C:/Users/TARMOUN/OneDrive/Desktop/My%20First%20Assurance/MyFirstAssurance/www.weeassur.fr/images/icons/up-arrow.svg	(from https://www.weeassur.fr/css/style.css)
15:03:33	7905/7905	---M--	200	added ('OK')	image/png	date:Mon,%2013%20Dec%202021%2001:53:49%20GMT	https://www.weeassur.fr/images/shape/shape-1.png	C:/Users/TARMOUN/OneDrive/Desktop/My%20First%20Assurance/MyFirstAssurance/www.weeassur.fr/images/shape/shape-1.png	(from https://www.weeassur.fr/css/style.css)
15:03:33	8422/8422	---M--	200	added ('OK')	image/png	date:Mon,%2013%20Dec%202021%2001:53:51%20GMT	https://www.weeassur.fr/images/shape/shape-2.png	C:/Users/TARMOUN/OneDrive/Desktop/My%20First%20Assurance/MyFirstAssurance/www.weeassur.fr/images/shape/shape-2.png	(from https://www.weeassur.fr/css/style.css)
15:03:33	55159/55159	---M--	200	added ('OK')	image/png	date:Mon,%2013%20Dec%202021%2001:05:43%20GMT	https://www.weeassur.fr/images/banner/banner-shap-2.png	C:/Users/TARMOUN/OneDrive/Desktop/My%20First%20Assurance/MyFirstAssurance/www.weeassur.fr/images/banner/banner-shap-2.png	(from https://www.weeassur.fr/css/style.css)
15:03:34	19647/19647	---M--	200	added ('OK')	image/jpeg	date:Mon,%2013%20Dec%202021%2001:04:56%20GMT	https://www.weeassur.fr/images/banner/2.jpg	C:/Users/TARMOUN/OneDrive/Desktop/My%20First%20Assurance/MyFirstAssurance/www.weeassur.fr/images/banner/2.jpg	(from https://www.weeassur.fr/css/style.css)
15:03:34	19647/19647	---M--	200	added ('OK')	image/jpeg	date:Mon,%2013%20Dec%202021%2002:03:33%20GMT	https://www.weeassur.fr/images/banner/5.jpg	C:/Users/TARMOUN/OneDrive/Desktop/My%20First%20Assurance/MyFirstAssurance/www.weeassur.fr/images/banner/5.jpg	(from https://www.weeassur.fr/css/style.css)
15:03:34	90885/90885	---M--	200	added ('OK')	image/jpeg	date:Mon,%2013%20Dec%202021%2001:05:11%20GMT	https://www.weeassur.fr/images/banner/6.jpg	C:/Users/TARMOUN/OneDrive/Desktop/My%20First%20Assurance/MyFirstAssurance/www.weeassur.fr/images/banner/6.jpg	(from https://www.weeassur.fr/css/style.css)
15:03:34	19647/19647	---M--	200	added ('OK')	image/jpeg	date:Mon,%2013%20Dec%202021%2001:05:12%20GMT	https://www.weeassur.fr/images/banner/7.jpg	C:/Users/TARMOUN/OneDrive/Desktop/My%20First%20Assurance/MyFirstAssurance/www.weeassur.fr/images/banner/7.jpg	(from https://www.weeassur.fr/css/style.css)
15:03:35	129342/129342	---M--	200	added ('OK')	image/jpeg	date:Mon,%2013%20Dec%202021%2001:05:04%20GMT	https://www.weeassur.fr/images/banner/4.jpg	C:/Users/TARMOUN/OneDrive/Desktop/My%20First%20Assurance/MyFirstAssurance/www.weeassur.fr/images/banner/4.jpg	(from https://www.weeassur.fr/css/style.css)
15:03:35	980/980	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2013%20Dec%202021%2002:11:02%20GMT	https://www.weeassur.fr/images/icons/404.svg	C:/Users/TARMOUN/OneDrive/Desktop/My%20First%20Assurance/MyFirstAssurance/www.weeassur.fr/images/icons/404.svg	(from https://www.weeassur.fr/css/style.css)
15:03:35	70631/70631	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2013%20Dec%202021%2001:53:47%20GMT	https://www.weeassur.fr/images/shape/hero-shape.svg	C:/Users/TARMOUN/OneDrive/Desktop/My%20First%20Assurance/MyFirstAssurance/www.weeassur.fr/images/shape/hero-shape.svg	(from https://www.weeassur.fr/css/style.css)
15:03:35	34558/34558	---M--	200	added ('OK')	image/jpeg	date:Mon,%2013%20Dec%202021%2001:27:56%20GMT	https://www.weeassur.fr/images/hero/bg-gradient.jpg	C:/Users/TARMOUN/OneDrive/Desktop/My%20First%20Assurance/MyFirstAssurance/www.weeassur.fr/images/hero/bg-gradient.jpg	(from https://www.weeassur.fr/css/style.css)
15:03:36	6508/6508	---M--	200	added ('OK')	image/png	date:Mon,%2013%20Dec%202021%2001:55:25%20GMT	https://www.weeassur.fr/images/shape/wave-bg.png	C:/Users/TARMOUN/OneDrive/Desktop/My%20First%20Assurance/MyFirstAssurance/www.weeassur.fr/images/shape/wave-bg.png	(from https://www.weeassur.fr/css/style.css)
15:03:36	346299/346299	---M--	200	added ('OK')	image/png	date:Mon,%2013%20Dec%202021%2001:52:05%20GMT	https://www.weeassur.fr/images/shape/bg-light2.png	C:/Users/TARMOUN/OneDrive/Desktop/My%20First%20Assurance/MyFirstAssurance/www.weeassur.fr/images/shape/bg-light2.png	(from https://www.weeassur.fr/css/style.css)
15:03:36	513/513	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2013%20Dec%202021%2001:29:03%20GMT	https://www.weeassur.fr/images/hero/wave-hero.svg	C:/Users/TARMOUN/OneDrive/Desktop/My%20First%20Assurance/MyFirstAssurance/www.weeassur.fr/images/hero/wave-hero.svg	(from https://www.weeassur.fr/css/style.css)
15:03:36	169693/169693	---M--	200	added ('OK')	image/png	date:Mon,%2013%20Dec%202021%2002:36:02%20GMT	https://www.weeassur.fr/images/shape/bg-rectangles-.png	C:/Users/TARMOUN/OneDrive/Desktop/My%20First%20Assurance/MyFirstAssurance/www.weeassur.fr/images/shape/bg-rectangles-.png	(from https://www.weeassur.fr/css/style.css)
15:03:36	912/912	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2013%20Dec%202021%2001:37:36%20GMT	https://www.weeassur.fr/images/icons/sun.svg	C:/Users/TARMOUN/OneDrive/Desktop/My%20First%20Assurance/MyFirstAssurance/www.weeassur.fr/images/icons/sun.svg	(from https://www.weeassur.fr/css/style.css)
15:03:37	856/856	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2013%20Dec%202021%2002:12:37%20GMT	https://www.weeassur.fr/images/icons/moon.svg	C:/Users/TARMOUN/OneDrive/Desktop/My%20First%20Assurance/MyFirstAssurance/www.weeassur.fr/images/icons/moon.svg	(from https://www.weeassur.fr/css/style.css)
15:03:37	298458/298458	---M--	200	added ('OK')	image/jpeg	date:Mon,%2013%20Dec%202021%2002:29:37%20GMT	https://www.weeassur.fr/images/shape/bg-glass.jpg	C:/Users/TARMOUN/OneDrive/Desktop/My%20First%20Assurance/MyFirstAssurance/www.weeassur.fr/images/shape/bg-glass.jpg	(from https://www.weeassur.fr/css/style.css)
15:03:37	11045/11045	---M--	200	added ('OK')	image/png	date:Mon,%2013%20Dec%202021%2002:36:04%20GMT	https://www.weeassur.fr/images/shape/shape-f.png	C:/Users/TARMOUN/OneDrive/Desktop/My%20First%20Assurance/MyFirstAssurance/www.weeassur.fr/images/shape/shape-f.png	(from https://www.weeassur.fr/css/style.css)
15:03:37	8705/8705	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2013%20Dec%202021%2001:55:03%20GMT	https://www.weeassur.fr/images/shape/stars.svg	C:/Users/TARMOUN/OneDrive/Desktop/My%20First%20Assurance/MyFirstAssurance/www.weeassur.fr/images/shape/stars.svg	(from https://www.weeassur.fr/css/style.css)
15:03:38	473761/473761	---M--	200	added ('OK')	image/jpeg	date:Mon,%2013%20Dec%202021%2001:55:05%20GMT	https://www.weeassur.fr/images/shape/tt-work-bg.jpg	C:/Users/TARMOUN/OneDrive/Desktop/My%20First%20Assurance/MyFirstAssurance/www.weeassur.fr/images/shape/tt-work-bg.jpg	(from https://www.weeassur.fr/css/style.css)
15:03:38	349915/349915	---M--	200	added ('OK')	image/jpeg	date:Mon,%2013%20Dec%202021%2002:35:39%20GMT	https://www.weeassur.fr/images/shape/bg-gradient.jpg	C:/Users/TARMOUN/OneDrive/Desktop/My%20First%20Assurance/MyFirstAssurance/www.weeassur.fr/images/shape/bg-gradient.jpg	(from https://www.weeassur.fr/css/style.css)
15:03:38	15967/15967	---M--	200	added ('OK')	image/png	date:Mon,%2013%20Dec%202021%2001:27:58%20GMT	https://www.weeassur.fr/images/hero/freelancer.png	C:/Users/TARMOUN/OneDrive/Desktop/My%20First%20Assurance/MyFirstAssurance/www.weeassur.fr/images/hero/freelancer.png	(from https://www.weeassur.fr/css/responsive.css)
15:03:38	16686/16686	---M-Z	200	added ('OK')	text/css	date:Mon,%2013%20Dec%202021%2002:03:15%20GMT	https://www.weeassur.fr/css/darkmode.css	C:/Users/TARMOUN/OneDrive/Desktop/My%20First%20Assurance/MyFirstAssurance/www.weeassur.fr/css/darkmode.css	(from https://www.weeassur.fr/)
15:03:39	2505/2505	---M--	200	added ('OK')	image/png	date:Mon,%2013%20Dec%202021%2001:04:18%20GMT	https://www.weeassur.fr/images/logo.png	C:/Users/TARMOUN/OneDrive/Desktop/My%20First%20Assurance/MyFirstAssurance/www.weeassur.fr/images/logo.png	(from https://www.weeassur.fr/)
15:03:39	106079/106079	---M--	200	added ('OK')	image/jpeg	date:Mon,%2013%20Dec%202021%2001:04:26%20GMT	https://www.weeassur.fr/images/about/auto2roues.jpg	C:/Users/TARMOUN/OneDrive/Desktop/My%20First%20Assurance/MyFirstAssurance/www.weeassur.fr/images/about/auto2roues.jpg	(from https://www.weeassur.fr/assurances-auto-et-2-roues)
15:03:39	33981/33981	---M--	200	added ('OK')	image/jpeg	date:Mon,%2013%20Dec%202021%2001:04:22%20GMT	https://www.weeassur.fr/images/about/assurances-temporaires.jpg	C:/Users/TARMOUN/OneDrive/Desktop/My%20First%20Assurance/MyFirstAssurance/www.weeassur.fr/images/about/assurances-temporaires.jpg	(from https://www.weeassur.fr/assurances-temporaires)
15:03:39	140659/140659	---M--	200	added ('OK')	image/jpeg	date:Mon,%2013%20Dec%202021%2001:04:33%20GMT	https://www.weeassur.fr/images/about/habitation.jpg	C:/Users/TARMOUN/OneDrive/Desktop/My%20First%20Assurance/MyFirstAssurance/www.weeassur.fr/images/about/habitation.jpg	(from https://www.weeassur.fr/assurances-habitation)
15:03:39	90236/90236	---M--	200	added ('OK')	image/jpeg	date:Mon,%2013%20Dec%202021%2001:04:37%20GMT	https://www.weeassur.fr/images/about/mutuelle.jpg	C:/Users/TARMOUN/OneDrive/Desktop/My%20First%20Assurance/MyFirstAssurance/www.weeassur.fr/images/about/mutuelle.jpg	(from https://www.weeassur.fr/assurances-sante-prevoyance)
15:03:40	230570/230570	---M--	200	added ('OK')	image/jpeg	date:Mon,%2013%20Dec%202021%2001:04:43%20GMT	https://www.weeassur.fr/images/about/professionnels.jpg	C:/Users/TARMOUN/OneDrive/Desktop/My%20First%20Assurance/MyFirstAssurance/www.weeassur.fr/images/about/professionnels.jpg	(from https://www.weeassur.fr/assurances-commerces-et-professionnels)
15:03:40	157364/157364	---M--	200	added ('OK')	image/jpeg	date:Wed,%2014%20Sep%202022%2003:03:49%20GMT	https://www.weeassur.fr/images/about/cartes_grises.jpg	C:/Users/TARMOUN/OneDrive/Desktop/My%20First%20Assurance/MyFirstAssurance/www.weeassur.fr/images/about/cartes_grises.jpg	(from https://www.weeassur.fr/cartes-grises)
15:03:40	22879/22879	---M-Z	200	added ('OK')	text/css	date:Mon,%2013%20Dec%202021%2001:04:06%20GMT	https://www.weeassur.fr/inc/sweetalert.css	C:/Users/TARMOUN/OneDrive/Desktop/My%20First%20Assurance/MyFirstAssurance/www.weeassur.fr/inc/sweetalert.css	(from https://www.weeassur.fr/contacts)
15:03:40	1944/1944	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2013%20Dec%202021%2002:55:14%20GMT	https://www.weeassur.fr/inc/ajax.js	C:/Users/TARMOUN/OneDrive/Desktop/My%20First%20Assurance/MyFirstAssurance/www.weeassur.fr/inc/ajax.js	(from https://www.weeassur.fr/contacts)
15:03:40	16977/16977	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2013%20Dec%202021%2001:04:07%20GMT	https://www.weeassur.fr/inc/sweetalert.min.js	C:/Users/TARMOUN/OneDrive/Desktop/My%20First%20Assurance/MyFirstAssurance/www.weeassur.fr/inc/sweetalert.min.js	(from https://www.weeassur.fr/contacts)
15:03:41	16880/16880	UR-M--	200	added ('Partial%20Content')	image/jpeg	date:Mon,%2013%20Dec%202021%2001:40:26%20GMT	https://www.weeassur.fr/images/partner/logo%20Allianz.jpg	C:/Users/TARMOUN/OneDrive/Desktop/My%20First%20Assurance/MyFirstAssurance/www.weeassur.fr/images/partner/logo%20Allianz.jpg	(from https://www.weeassur.fr/)
15:03:41	19508/19508	---M--	200	added ('OK')	image/jpeg	date:Mon,%2013%20Dec%202021%2002:36:00%20GMT	https://www.weeassur.fr/images/partner/logo%20Alliass.jpg	C:/Users/TARMOUN/OneDrive/Desktop/My%20First%20Assurance/MyFirstAssurance/www.weeassur.fr/images/partner/logo%20Alliass.jpg	(from https://www.weeassur.fr/)
15:03:41	14549/14549	---MC-	404	error ('Not%20Found')	text/html	date:Sun,%2003%20Mar%202024%2014:03:42%20GMT	https://www.weeassur.fr/Users/Bhavi/Downloads/brandbrainy___CAqYzusgPPx___.jpg	C:/Users/TARMOUN/OneDrive/Desktop/My%20First%20Assurance/MyFirstAssurance/www.weeassur.fr/Users/Bhavi/Downloads/brandbrainy___CAqYzusgPPx___.jpg	(from https://www.weeassur.fr/images/shape/shape-9.svg)
15:03:42	513/513	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2013%20Dec%202021%2001:29:03%20GMT	https://www.weeassur.fr/images/hero/wave-hero-dark.svg	C:/Users/TARMOUN/OneDrive/Desktop/My%20First%20Assurance/MyFirstAssurance/www.weeassur.fr/images/hero/wave-hero-dark.svg	(from https://www.weeassur.fr/css/darkmode.css)
